Text	Label
" ?? ?????? ???? ??????? ?????? ??? ?? ???? ?? ?????? . ??? ??? ??? ?????? ????? ?? ????? ?? ???? ????? ??????? ? ????? ????? ??? ??? ?????? ???????"	yes
 ???? ??????? ??????? ???? ???? ?????? ??? ???? ???? ???????? ????? ?????	yes
 ???? ?? ?? ???? ?????? ????????? ??? ????? ?????? ????????? ???? ??????? ??????? ??? ??? ???? ! ! !	no
 ? ???? ?????? ?? ???? ??? ? ?? ?? ????? ?? ???? ?????? ????? ? ????? ? ?????? ??? ?????? ?? ????? ???? ???? ??????	yes
 ??? ?? ??????? ???? ?? ???????? ??	no
 ???? ????? ?????? ??????? ?? ????? ?????? ???? ??????? ????	yes
 ????? ?????? ?????? ??? ????? ?? ??? ???????	no
" ????? ???? ???? .. ???? ????? ?????? ??????? ????? ???? ???? , , ??? ?? ????? ?????? ?? ???? ?? ???? ???? .. ??????? ????? ??????? ?? ???? ?? ????????? ??? ?????"	yes
 ???? ?????? ?? ????? ?? ???? ??? ???? ????? ???? ????? ?????? ??? ?????? ??? ???? ???? ????? ??? ??? ?? ?? ??? ??????	no
 ???? ???? ?? ???? ???? ???? ???? ????? ????? ?????? ?? ??? ?????	yes
 ??? ????? : ?????? ???? ????? ???? ????? ??????? ????? ????	yes
" ?? ????? ??????? ??????? ???? ????? ? ?? ??? ???????? ??? ?????? ????? ?????? ???? ????? ??? ? ?????? ????? ??? ? ? ? …"	yes
 ?? ?? ??? ???? ??? ??? ??? ?????? ??? ??? ?????? ????? ??? ??????? ?????? ???? ??? ????? ?? ????? ??? ????? ?????	yes
 ???? ?????? ??? ?????	yes
 ???? ???? ? ?????? ?? ?????? ???? ? ??????? ?? ????? ?????? ! ???? ?????? ???? ?? ?? ?? ?? ?? ??	yes
" ?? ?????? ?? ??? ???? ? ??? ??????? ????? ?? ??? ?????? ? ? ??"	no
 ??? ??? ??? ??? ???? : ????? ???? ??????? ??????? ?????? ? ?????? ?? ??????? . ??? ? ??? ?????? ?????? ???????? ? ??? ??????? ??????? ??? ??? ? ??? ?????? ?????? ? ?? ?????? ???????? ? ??? ?????? ??????? ??????? ? ??? ?????? ????? ??????? ??? ??? ??? ?? ??? ??? ???? ? ! ????	no
 ???? ????? ?? 35 ????? ?????? ?? 40 ????? ????? ?? ????? ?????? : ????? ??????? ????? ?????? ?? ??????????? ? …	no
" ???? ?????? ??? ????? ?????? ?? ?? ????? ? ?????? ?????? @USERNAME  ?? ?????? ????? ???????? ? ????? ???? ????? ?????? ?? ???????? ?????? ????? ???? ? ????? ?? ??? ?????? ?? ???? ?? ???? ?? ???? ????? ???? ??????? ???? ????? ???? ?????? ??? ????? ???????? ???????"	no
 ????????? : ?????? ?????? ?????? ??????? ! @USERNAME 	yes
 ?? ???? ??????? ?? ???? ?? ?????? ???? ?? ??? ???? ???? ?? ????? ???? ????	yes
 ?? ??? ?????? ?????? ?????? ??????? ??? ????? .. ???? ????	no
 ?? ????? ????????? ???????? ??? ??? ?????? ?? ????? ??????? ?	no
" ?? ??????? ?? ????? ????? ??????? ?? ???? ??? ???? ????? ?? ?????? ? ?? …"	no
 ?????? ??? ?? ?????? ????? ????? ???? ????? ?????? ?????? ??? ?? ?????? ??????? ????? ???	yes
 ????????? ??? ???? ????? ? ??? ????? ??? ???? ???? ??? ??? ?????? ? ??? ?????	no
 ????? ??? ??? ?????? ??????? ???? ??????	no
 ????? ?????? ????? ??? ??? ??????	no
 ????? ?????? ?? ????? ??? ??? ?????? ????? ?????? 5 ??? ?????	no
 ????? ?????? ?? ????? ? ??? ?????? ????? ??????? ?????? 5 ??? ?????	no
 ?? ??? ??????? ??? ?? ??? ?? ???? ?????? ????? ?????? ???? ????? ????? ??????? ???? ???? ????? ?? ???? ???? ???? ????? ???? ????? ??? ?????? ... ?? ??????? ???? ???? ???	no
" ?? ???? ???? ?????? ?? ??? ????? ? ?????? ??? ????? ? ??? ???? ????? ? ???? ?? ???? ????? ? ??? ?????? ??????? ??? ???? ?????? ? ?????? ????? ?????? ???????? ??? ??? ????? ? ??? ???? ????? ????????? ???????"	yes
 ?? ??????? ???????? ??? ??? ?????? ?? ?????? ???? ?????? ????? ?? ????? ???? ????? ??????? ?????? ???? ????? .	no
 ?? ???? ?? ???? ???? ?? ??? ????? ???? ??? ????? ??? ??????? ??????? ??? ???????? ?? ?? ???????	yes
 ?? ?????? ??? ??????? ???? ?????? ????? ??????? ???? ?? ???? ??? ??? ????????? ??? ????? ??? ?????? ?????? ?? ????????? ???????? ? ??????? ? ????????? ?????? ????????? ?????????? ????? ?????? ?????? ?????? ? ??? ????? .. ???? ??????? ?? ????? ??? ?????? . !	no
 ??? ????? ???? ?????? ????? ??? ??? ??? ??????	yes
 ???? ????? ??? ????? ??? ???? ??????? ??????? ???? ???? ??????? .. ??????? ??? ???? ? ???? ?????? ???? ???? ??? ???? ... ??????? ??? ???? ?? ??? ??? ???? ????? ???? .. ???? ?????? ??? ???? ?? ?????? ???? ???? ?????? . ???? ?? ????? .. ???????? ?????? ???? .	no
 ????? ???? ???? ??????? ??????? : ” ????? ???? ????? “	no
 ??? ???? ????? ??? ?????? ??? ????? ?? ??? ????? ????? ???? ?????? ?????? ???? ??? ?????	yes
 ????? ????? ??? ? ??????? ????? ?????? ? ??????? ????? ??? ?? ????? ?? ????? ??? ????? ?? ?? ??? ????	yes
 ????? ?????? ???? ????? ??????? ???? ???? ?????	yes
 ???? ?????? ????? ?????? ??? ??? ?????? ??? ??? ??? ?? ?????? ??????????	no
 ???? ???? ????? ?? ?? ??????? @USERNAME  ??	no
 ?? ????? ????? : ???? ?????? ???? ??? @USERNAME 	yes
 ?? ??? ???????? ??????? ?? ? ??????? ?? ! ! ???? ??????? ????????? !	no
 ???? ?????? ????????? ?????? ?????? ?????? ????? ??? ?????? ?????? ???? ?? ??????? ???????? ???????? …	yes
 ???? ???????? ???? ??? ??????? .	yes
" ???? ?? ????? ?????? ???? ???? ? ???? ???? ?? ???? ???? ????? ?????? ??? ?? ??? ??? ???? ?? ????? ??? ????? ??? ?? …"	no
 ???? ??? ??????? ???? ??? ???? ?? ????? ?????? ??	no
" : ???? ??? ?? ??????? ??????? . ????? ??? "" ???? ??? ???? "" ???? ?????? ????? ??? ???? ???????? ????? ?????? ???????? ????? . ????? ????? ?????? ?????? ????? ???? ???? . ???? ?????????? ???? ????? ??????? ????????? ????? ???? ??? ??? ( ???? ??????? ?????????? )"	yes
 @USERNAME  ??????? ?????? ?????? ??????? ??????? ??? ????? ????????	yes
 @USERNAME  ????? ??? ??????? ??????? ?? ????? . ?? ?? ?????? ?? ??? ????? ???? ????? ????? ?????	no
 @USERNAME  ?? ???? ? ???? ???????? ?? ???? ??? ??? ?????? ??????? ? ??????? ??? ????	yes
 @USERNAME  @USERNAME  ?? ??? ???? ????? ??? ?????? ??? ???? ?????? ????? . ????? ??? ?? ?????? ??? ???? ????? ????? . ???? ?? ??? ?? ??????? ? ? ? ????? ?????? ??? ????? ?????? ??? ???????? ??? ??? ????? ?????? . ?????? ?? ?????? ???? ???????? ??????? .	yes
 @USERNAME  @USERNAME  @USERNAME  ??? ????? ????	yes
 @USERNAME  @USERNAME  ?? ???? ???? ?? ?? ?? ?? ?????? ???? ???	yes
 @USERNAME  @USERNAME  ???? ???? ????? ?? ???????? ??????? ??????????? ???? ????? ?????? ???????? ?? ??? ???? ??? ?????? ????? ???? ????? ?????? ??????? ??????? ???? ?????? ????? ?????? ????? ?? ????? ?????? ???? ???????? ??????? ???????? ???????? ?? ????????	yes
 @USERNAME  ?? ???? ????? ?????? ??? ???? ?????? .. ??? ???? ?????? ???? ?? ????? ????? ?? ??????? ??????? ... ??? ?????? ????????? ???? ??? ?????? ?? ?? ???? ?? ??????? .. ??? ??? ??? ????? ????? ???? ?????? ????? ???? ???? ??? ??????? ??? ?????? .	yes
" @USERNAME  @USERNAME  @USERNAME  @USERNAME  @USERNAME  ??? ??? ?????? ???? ???? ?? ??? ?????? ? ?????? ????? ??????? ? ? ?????????? ??? ?????? ????????? ????? ????? ????? ??????? ?? ??? ???? ."	yes
" @USERNAME  @USERNAME  ????? ???? ???????? ?????? ????? ???? ?? ?? ?? ???? ????? ???? ?? ??? ?????? ????? ???? ?? ?? ???? ?? ???????? ??????? ???? ?? ?????? ????? ????? ??? ???? "" ???? ??? ? ??? ????? ????? ??? ???? ???? ????? ????? ??? "" ???? ???? ????? ??? ????? ????? ?? ????? ??? ????"	yes
 @USERNAME  @USERNAME  @USERNAME  ?????? ???????? ??? ??????? ??? ???? ????? ????? ????? ????? ????? ?????? ?????	yes
" @USERNAME  ????? ? ???? ???? ????? ???? ?? ??? ???? ???????? ???? ?? ????? ?? ??"	yes
 @USERNAME  @USERNAME  ????? ???? ? ! ?????? ??? ?????? ????? ??????? ???? ????? ?????? ???? ???? ??? ???? ???? ??????? ??? ??? ??????? ???? ??? . ????? ??? ???? ?????? ??? ???? ????? ? ! ?????? ?? ??????? ? ?????? ?? ???? ??? ????? . ????? ????? ???? ?? ??????	yes
 @USERNAME  ??????? ? ???????? ???? ???? ??????? ???????? ???????? ??? ????? ?? ?? ???? ???? ??????? ???? ??????? ????	yes
 @USERNAME  @USERNAME  ?????????? ?? ????? ????? ??????? ?? ????? ?? ??? ?????? ????? ?????	yes
" @USERNAME  ?? ?? .. ??? ??? ?????? ?? ???? ???? ?? ???? ??? "" ???? ????? "" ??????? ??? ??? ?????"	yes
" @USERNAME  @USERNAME  @USERNAME  @USERNAME  @USERNAME  @USERNAME  ?? ??? ????? ??? ???? ????? ??? ?????? ? ???? ????? ?????? ..."	yes
 @USERNAME  ? ?? ??? ??? ???????? ????? ?????? ???? ????? ?????? ??? ????? ?? ???????? ???? ?????? ???? ????? ????????? ??? ! ! ???? ????? ???? ?????? ??????? ????? ???? ??? ???? ???? ????????? ?? ???? ????? ???? ? ???? ?????? ?? ????? ????	yes
 @USERNAME  @USERNAME  ????? ???? .. ????? ??????? .. ????? ????? ?????? ??? .. ????? ?????? .. ?? ??? ??????? .. ?????? ???????? ?????? ???? .. ??? ????? .. ???? ????? .. ??? ????? ????? ?????? .. ???? ???? .. ??? ?????? .. ???? ?? ???? ?? ???? ????? .. ?????? ???? : ????? .. ?? ? ? ?? ?? ? ?	no
 ? ??? ?????? ???? ????? ??? ??? ??????? ???????? ??????? ?????? . ??????? ???? ??? ?????? ??? ???? ????? ???? ?????? ??? ?? ???? ??? ???? ????? ??????? ???? ????? ??? ????? ?????? ?????????? ??????? ???? ?? ????? ?? ?????? ?????? ??? ??????? ??? ???? ??? ?? ??? ???? ???	yes
 ??????? ?? ??? ?????? ??? ??? ???? ??????? ?????? ?? ???? ??? ??? ? ??? ?? ????	yes
 ???? ????? ??? ?? ??? ????? ???? ?????? ?????? ??? ??????? ?????? ???? ???? ?? ??????	yes
 ??? ??????? ???? ?? ??????? ! ! ??????? ??? ????? ????????? ????? ?????? ????????? ????? ????? ?? ??? ????? ????? ?????? ... ??? ?? ???? ??? ???? ???? ?? ??? ???? ????? ????? .	yes
" ?????? ???? ??? ???? ??? ???? ??? ?? ????? ???? ????? ?????? ? ??? ?????? ???? ?????? ?? ????? ?????? ?????? ???? ???? ???? ?? ???? ???? ??? ????? ?? ?? ???? ?????? ????????"	yes
 ?????? ??? ???? ?????? ??? ????	yes
 ???????? ??? ??? ?????? . ????	yes
" ?????? ?? ?? ???????? ??? ????? : ??? ???? ???????? ?????? ??? ????? ???????? ???? ???? ?? ???? ?? ????????? ??? ?????????? ?????? ?? ???? ??? . ??? ????????? ???????? ????? ???? ??????? , ?? ?????? ?????? ??? ?? ???? ??? ???? ?????? ???????? ?? ???? ?????? ?????? 1/2"	yes
 ???? ???? ????????? ?? ?? ????? ? ???? ? ??? ?????? ????? ??????? ??????? ?? ???? ??? ... ?? ?? ?? ???? ? ???? ? ???? ?? ?? ?? ?? ??????	yes
 ???? ??? ???? ??? ????? ??? ?????? ???? ???? ? ???? ????????? ! ! ???? ?????? ????	yes
 ?????? ?? ????? ?? ??? ???? ???? ?? ?????? ?? ??? ??? ??? ?? ??? ??? ????? ??? ?? ??? ??? ???	yes
 ???? ?? ???? ?? ????? ?? ????? ?? ????? ???? ?????? ???? ??????	yes
 ??? ???? ????? ???? ? ???? ?? 2020	yes
 ???? ????? ??????? ????? ?????? ? ?????? ??? ????? ?? ??? ??????? ?? ?? ?????? ????? ???? ??10 ????? ? ?? ???? ??? ????? ??? ? ????? ? ??? ???? ????? ???? ?? ??? ?? ???? ?? ???? ?? ?? ??? ???? ???? ????? ?? ????????? 2 ??? ?????? ??????? 3???? ??????? ????	no
" ???? ???? ????? ???? ???? . ???? ??????? ??? ???? ? ?????? ? ???? ??????? ? ????? ? ? ??????? / ?????? ??? ?????? ????? . - ??????? ????? ??? ."	yes
 ??? ????? ???? ??? ??????? ??????? ??????? ?? ??? ????? ???? ????? ????	no
 ?? ?????? ?????? ????? ??? ??????? ???? ????? ??????? ? ? ? ??? ???? ???? ??? ?????? ?????? . ???? .	yes
" ?????? ???? ???? ????????? ??? ?????? ???? ???? "" ???? "" ?????? ???? ????? ??????? ??? ??????? ???????? ????? ??????? ?????? .."	yes
 ???? ?? ?????? ??? ?? ????? ???? ??? ????? ??????? ???????	yes
" ??? ???? ??? ??? ?? ??? .. ????? ?? ??? ??????? ????????? ???? ???? ??? ? ????? ????? ??????? ???????? :"	no
" ??? ?? ????? ?????? ????? ?? ????? ??????? ??? ???? ??? ???? ?????? ??? ?? ????? ??????? ?? ????? ?????? ? ?? ???? ???? ??? ??? ??? ????? ????? ??? ?? ??????? ??? ?? ?? ???? ???? ??? ????? ???? ? ??? ??? ???? ? ???? ??????? ????? ?????? ? ???? ??????"	yes
 ????? ?? ????? ... ???? ..	yes
 ???? ??????? ? ?????? ???? ??????? .. ??? ?? ????? ... ??? ???? ???? .. ??? ?? ???? ??? ???? ... ??? ?? ?????? ???? ???? ... ??? ?? ?????? ???? . . . . ?????? ????? ???? ??????? ??	no
" ????? ???? ??????? ??? ??????? ? ?? ?? ???? ??? ??? ?????? ?? ??? ?????? ???? "" ??? "" ? ?? ?????? ?? ????"	no
 ???? ????? ???? ???????? ????? ? ??????? ??? ????? ??????? ????????? ???? ????? ? ???? ?????? ??? ?????? ? ??? ???? ?? ?????? ????? ??????	yes
" ???? ?????? ????? ?? ?????? ? ??? ????? ???? ????? ???????? ??? ????? ???? ????? ???? ?????? ????? ??????"	no
 ???? ???? ???? ???????? ???? ???? ?? ?????? ??????? ??? ????? ??????? . ??? ??? ???? ????? . ??? ???? ????? ??? ??? ! ! ?????? ????????? ?????? ! ??? ???? ?????? ???? ?????? ?? ????? ??????? .	yes
 ???? ???? ????? ????????? ????? ????? ???? ??? ????? ??????? ?????? ????? ??? ????	yes
 ???? ???? ???? ????? ????? ?? ??? ???? ??? ??? ????? ??? ??? ???? ????? ???? / ? ??? ????? ??? ???? ??? ????? ????? ?? ?? ??	yes
 ????? ??? ??? ??? ???? ????? : ?????? ?????? ???? ??? ???? ?? ??????? ??????? !	yes
 ????? ??? ??? ??? ???? ????? : ?????? ?????? ???? ??? ???? ?? ??????? ??????? !	yes
 ??? ??? ?? ?????? ??????? ??????? ??? ???????? ??????	no
" ?? ?????? ??????? ???????? ??? ?? ????? ?? ????? ????? ????? ? ?????? ??? ??????? ? ?????? ?????? ? ????? ????? ??? ????? ? ????? ????? ???? ?????? ? ????? ?????? ? ????? ????? ? ????? ???????? ? ????? ??????? ?????? ? ?????? ??????"	yes
 ??? ???? ???? contest ?? ???? ??? ??? ???? ????????? ?? ??? ? ? - ??? ???????? - ?????????? - ??? ??????? ????? ??? ?? ?? ???	yes
 ???? ???? ???? ??? ??????? . @USERNAME 	yes
 ??? ?????? ?????? ???? ????? ?? ??? ??? ?????? ????? ???? ??????? ??????? ????????? ?????? ??? ???? ???????? ???? ????? ???? ?????? ??????? ?? ???? ??????? ??????? ?? ?????? ??????? ?? ?????? ?????????? ??????? ??????? ??? ????? ?????? ??????????? ?????? ? ?????	no
 ???? ?????? ??? ? ???? ????? ?????? . ?? ??? ?????? ? ?????? ? ????? ?? ?? ???? ? ???? ?? ?? ????? ????? ??? ????? ?? ?????? ??? ??? ???? ? ??? ??? ?? ??? . ??? ????? ? ????? ??? ??? ???? ?????? ?????? ? ?????? ?? ??????? ??????? ?? ?? ?????? ? ?????	no
 ?????? ???? ?????? ???? ?? ??? ?????? ??? ???? ????? ???? ??? ?????? ?? ???? ????? ?? ?? ???? ?? ???? ?? ???? ????? ??? ??? ????? . ????? ??? ??? ???????? ?? ?????? ??? ?????? ??? ?????? . ?????? ?????? ?? ?????	yes
 ?? ???? ?? ??? ???? ?? ???? ?? ??? ????? ????? ?????? ???? ??????? ????? ????? ???? ?? ???? ??? ?? ???? ????? ???? ??????	yes
 ????? - ??? ??????? ???? ??? ??????? ???????? ??????? .. ????? ??????? ?? ?????? via @USERNAME 	no
 ???? ???? ???????? ??? ?????? ?? ????? ??? ???? ???? ??? ???? ??? ???? ???????? ? ? ? ?	no
 ???? ??? ???? ??? ??????? ?????? ???? ????? ?????? ???????? ?? ??? ????? ?? ??? ????? ????	yes
 ???? ??? ???? . ????? ?? ???? ? ??? ??? ?????? ????? ?? ???????? ???????? ??????? ??????? ?????? ?? ??? ????? ?????? ???? ? ????? ? ?????? ???????? . ????? ??????? ???? ? ???? ???? .	yes
