Text,Label
للعبد خيار سيده جهل فادح الآخرة سترون المساوات وسترون طلبكم للحرية عبيد تريدون تغيير مقصد الخالق تعلموا قوله تعالى خلقت الجن والانس ليعبدون سورة البقرة وقوله تعالى اكملت ديني واتمت نعمتي ورضيت الاسلام دينا سورة المائدة وقوله تعالى ينقضون عهد ميثاقه ويقطعون امر يوصل ويفسدون الارض اولائك الخاسرن سورة البقرة الموت يسلب ايدينا يبقى قدمت ايدينا فاتقوا واتركوا الدنيا وفسادها وغناها الخير والاصلاح استطاع العبد عزوجل والصبر الممات فالجنة تتزين والخير وأكثر واكثر تتصور وتهواه الدنيا رأت اذن سمعت خطر قلب بشر فالصبر خير يكثر رسول صلى وسلم ويامرنا بفعله والتمسك,1
فتح دعاش,1
نعبوك بو زكومك القحب,0
قصدتو,1
تتول يستبدل قوما غيركم يكونوا أمثالكم,1
هههه باز متاعي نندبهم,1
ممكن ترجمه فضلكم معنى ورا لبلايك,1
بيريز الطرابلسي البربري عادي يبيعوا أرضهم يهود الصهاينة,0
يعطيك الصحة الدول امازيغية عربية,1
التونسية تنشر الدعارة الامارات حق الامارات حماية شعبها,0
قليلة التربية غاسلة وجها,1
تفاها تفاعل اسىئلة نصف تعني شيئ للتوانسة,1
جياحة مديرش علها لحوايج تخمام سفهاء إمعة كامل ريف لمدينة,1
لطفي العبدلي جيبلي مرتك نيكها وشد خدمتك الشرف تاعك,0
الشاب زبي عر كعلاف,0
اسمحلولي المخ تونس يسحقها هتلر ادير الصابون جايحة متعرف تهدر ماشابة ماتدخل القلب عندو الحق صوت المراة عورة الغناء مزمار الشيطان,0
القصف يعطيه,1
نحب لطفي مي منهار تفرجت يدير برنامج التربية الجنسية معزة مي القحاب والله تعيي ومتشرفش التمثيل,0
خايف عارف سر,1
يهلكهم,0
زبي تونسي كرك قحية الجزائر اخ جزائريات قحاب واعرات النيك المص الزب القلاوي هعغعهخح ازور الجوائر قريبا,0
يبهدل لطفي يلعب مورال بففففف,1
مواطن ينتظر خيرا الاحزاب اليسارية تحارب القرآن ويصوت يعرض طبيب الامراض العقلية لحزب سياسي يعادي دينك يفكر مصلحتك والله يتورع محوك وجه الارض ليتخلص الفرصة,1
لطفي ناسي روحوا حصتوا قلة ادب,1
حرام تشجعي فلوقاحة والعنف اللفضي,1
انسان مختل عقليا تسقط تونس يد اليهود الملحدين,0
تعالى يحكم أنزل فأولئك الظالمون صدق العظيم,1
مسخفتني مريومة مسيكنة انشاء تلقا راجل,1
إنشالا ماتكونش مريم نسا شافهم رسول محمد رحلة إسراء معراج رفقة البراق الإطلاع مستقبل جهنم السفر عبر الزمن رسول نساء كاسيات عاريات مائلات مميلات رؤوسهن كأسنمة البخت المائلة يدخلن الجنة يجدن ريحها,1
صحيح القانون المساوات تونس البلدان العربية الاسلامية الرجال يخشون تمردو المراة يستولي الميراث بحجة الحق يطلق ويرمي بزوجته واولاده خارج المنزل ليعد الزواح يرمي بامه اخته الشارع ويهرب مسؤوليته زوجته اطفاله يدخل السجن بتهمة دفع النفقة واكثر دليل الحصص الاجتماعية مرت القناوات التونسية منقولك اقول القانون يضمن للمراة حقوقها,0
شمس الدين باشا ارجل وأحسن لطفي حيوان والله منطيقك لطفي شمس الدين فوووووورررر والله بلاصتوا ماهي,1
كمرا تونسية يعنيني القانون محتاجة لقوانين أهم ببرشا المرا التونسية حاجة تتصان تتحفظ كرامتها يحميها القانون تجاوزات حكومتنا الأسف سيبت المهم شدت الحكايات الفارغة تلهي الشعب الفايدة,1
نقترح عبدلي يمشي معري ترومو وشرفو تمثيلو,1
جأت الفتوه,1
رافت الهجان,1
لحور التونسي يعطيكوم عصب,0
عاجبك الحال لعملوه هدا مغربي مراهش خوك مراهش مسلم يقلك منقدرش نرجع لاهلي وانا دارولي عاهة باين وليد حرام شاء يصيبك أصابهم وتعرف ربي متخفش ربي حسبنا ونعم الوكيل,1
المذيع أعتقد يأخذ راتبه قطر فالحذر الحذر,1
ديرو توعية الرجل يحترم حق المراة طبيعتو واخلاقو وايمانو اجباري قانونيا كتخالفو توعية اعطاء دي حق حق شرا واعترافا الكتاب والسنة حلل الشرع اماتحليل ماحرم عواقبها كارثة الامة الاسلامية اراك دالك خيرا ويعلم لاتعلمون فلاتغيرو شعائر فانها فسوق وفساد مجتمع اكمله تمعنو خشوع وتامل لمدا اراد دالك والله سبب فتن والعداوة مايد ورافض اتقو وحترمو شعائره لاتفتنو كتاب والسنة واننا احسنو امة ضاع تربيتنا وفهمنا غلط شريعتنا جاء وقت تحطيم حق اعطاه لرجل فتن تجعل رجال قليلو زماننا اصبحو شدود ضغط كرامة الرجل سبب وصول زمان رجال قليلو لاتفترو وتندمو رقيب اتقو كفن مالو جيب ولقبر رصيد,1
ههههه سيناريو مسلسل أكيد,1
الفاسقات بنات الخليج ينامو السواقين الهنود والباكستانين وبنصح خليجي يعمل فحص يتأكد ابوه باكستاني,0
فيبالك يسكنو شرق دزاير هوما اصل توانسة مي قسمت فرنسا عملت حدود خذاتهم لدزاير,1
نقصد طريقة كلامه المنحطة كلامها العقلاني كيفي بالضبط,1
تتهمهم بالتكفيريين الملحدين والعلمانيين إختر ماهو مجود تونس,1
مستويات حاسب روحها متثقفة مايا شحمة ارض واليهودي يضحك يناري روحي,1
ليبيا وتابعت الحلقة كاملة الشخص لطفي اسلوبه عيب ومش تمام الراجل ماغلطش تتمنيك باين شعورك بالنقص وحاسد طلع اعقل عيب حقرة الناس,1
قحبة عاملين طاولة وأربعة كراسي,0
جزائري ولد القحبة مغربي كلامك زامل لعطاي ولاد لقحاب كينتحلو شخصيات مغربية كيديرو العداوة خوتنا تونسا,0
متربية وشايفة روحها النفروض راكي تخمي لدار غدوى,0
اقسم بالله قاري تسميتي دزيري غبية تملك مؤهلات علمية تسمية وضعية حدود وهمية انتمائي عربي مسلم حدود,0
لطفي شرير شمس الدين باشا متربي,1
نعيشوا فرنسا ونخدموا راس الشهر يبقى فرنك الكرى والضرائب شطر العباد تعاني يفضل فلوس احسبوا ياخذ الاعانات مالدولة ويخدم الاكحل وحارم روحو وعايلتو جعان ومجرتل عمل فلوس احسبو سارق خدامتو اوراق خلصهمش نقصو مالبص عالعباد,1
مليارداره شهره عالميه النطق ربي معطاكش نطق كامل تطلعوا برامج قدام الكاميرا احكوا حاجات مهمه الزوالي والبوتوكس مستويات,1
تكفيري خارجي بسلفي,0
تتذكرو فازة خواتها الستة وقتلي خرجت تبكي وقعدو الناس يحكيو بالهم خوات طلعت لفازة مسلسل رمضان اسمو صبايا ظاهرة لفازة نفسها تحكي تكتشفوه مسلسل رمضان بطولة مريم الدباغ تفكروه مليح الكومنتار,1
خساره اسم احمد مرتد,1
برا نيك زبلا,0
قالت الاغنية تعجبني قالها الشاب بشير الاغنية موجهة للشريحة العمرية اغنية شبابية غاضها الحال العالم كامل يعرف اغاني الراي شبابية طلعت جاهلة وغبية,1
لطفي العبدلي تافه حاسب روحو حاجة كبيرة,0
خبرة النيك,0
والله فهمتش تمسخ روحها لدرجة مجاهرة بالعصيان,1
كذابة الصحيح تهبط التصارر وماتحشمش,1
يااجعانين مرامكش رجااال يلعن الكرش حملت لعنة ديوووووووث,0
ياخويا السماح بشير خرية وتافه وغبي,0
تحكي بناتنا قرد,0
شمس فور صغير,1
شخصيات تاريخية سكر فمك محمد سالم نسيت الأكاديمي المصري فضحك مسمع العالم أخرص لسانك أناذاك تتشدق الشعب شوف نفسك ياعميل سيدك الطرطور والغنوشي والكل يعرف مزايدة الوطنيين التجمعيين الدساترة الأحرار برى شوفهم التجمعيين الفاسدين انضمو للنهضة والنداء كذاب ومفتري اقروا التاريخ القادمة قتل يوسف ابن عمه زرڤ لعيون يامفتري,1
والله سلطان الغلة الحق,1
والكفار كيفكيك اتقو اوصومو رمضان شهر,0
مريم صحيتك,1
دليل الانترنات,1
الحجاج ابن يوسف الدواء للدول العربية,1
منجام انقول بصحتو كسارها ليلة دوخلة ربي يستر مغبر شعب احراف,1
توانسة زوامل قحاب فاك لخبزة مكم,0
نيك امك مايا لقصوري فور خويا كريم اصل الجزائر التوانسة احتراماتي التوانسة,0
تفرض رايك عالعبد مايحبش يطبقو شمعناها الدكتاتورية الفكرية العباد تفرض كاش تخمم نتصور نتفقو الناس هوا جهل قاعدين يخرجو مالاسلام جرت العباد هاذم تفرض رايها بالسيف مثلا الرسول اعمل تعمل هوا الحقيقة الرسول قالك اعمل تعملش ربي شيحاسبك عبادو العباد شيهمهم ربي شيحاسبك يدخل روحو تحب تطبق الاسلام طبق تحبش تطبقش نهار ربي شيحاسبو العبد العباد الجهال عايشين مشكلتنا الدين مشكلتنا الاحترام,1
اوفقك الراي,1
كذب حكاية حكاية صبيا,1
الفيديو مزيان العياري خشين وجه الترمة اياد ادهماني مفلوق منايك هوا مفسد الفيديو,0
حافظو كتاب وسنه رسوله صلى وسلم,1
تونس منظر شوف الشعر مزال بالي موظه هاكي الكرش هاذا جاهل كريم الغربي ينقد حده مثقفه مره,0
الرجل خارجي وحاشا السلفية فضح ذكر لادن والظواهري ليسو بسلفيين خوارج الصوره وضحت العقلاء والحمد لله نعمة السنة,1
تفوووو كفار اشوفك اقطع راسك كلب,0
خير العهر والزنا والفسق والفجور لله الراجعون,1
التوانسة فساااااد,0
حرية الخراء الشارع نطالب بوقفة للمطالبة بحرية الخرى الشارع العام خرية مواطن,0
حساب هده العارضة اشرف هادين الشيخين خخخخخ,1
شوي,1
الفرصة ضيعها يديه قداشكم ناس تموتو اللقمة الباردة رغم موافقة ولد عواطف يعمل جوابو الصميم وصحيح,1
ميبون,0
ليسانها الطويل ماوراه رجال كبار,1
صاحبت بنات نتوقع تتجسس واكثر سلاح,1
حبيبي العبدلي يرحم الام جابتك زيدوا هالصبية راسو,1
انتظروا عقاب رضيتم بطش ربك لشديد,0
سامحنى شايف القانون انفتاح وحريه يبقى تروح تراجع القرآن وتفهمه كويس وهتعرف ازاى ربنا قسمه بالضبط واعطى حقه ونصيبه عادل,1
مايا اكبر قحبة تونس والاسلام بريء ربى خلقك المعزة انشاالله يحكمك مرض الموت تشتاقيها,0
منهضمهاش مايا برجولية المرة حق شاب بشير موخو يحكي صوت لمرا عورة جايب طفلة تميل فالكليب متابعة يدنو مخرب بالوشام يحل فمو يحكي,1
رد صاعق إمرأة تونسية السبسي إعلانه رغبته إبطال أحكام الإسلام الميراث ليلى العود رئيسة تحرير موقع الصدى الإخباري كامرأة تونسية يعنيها السياسيين حقوق وحرية المرأة حقوقي مضمونة بالإسلام وحريتي كفلها الإختيار الكفر والإيمان يفعله السياسيون خطر أقول إني كافرة بسياستكم تلزمني فسوف يقفون الحرية ولسان حالهم شاء يكفر نقرر فالسجون والتعذيب والإذلال انتظاره فكامرأة تونسية أنتظر خطاب رئيس البلاد الباجي قايد السبسي الأحد,1
لدربها تحياتي ونحبك ملقري منعرفكش جملة,1
دين يالتونسة حديث قهوة وتمجدو العاهرات ومتعطوش حق لرجال تحبو تنثو رجلكم,1
غالط اختك تنحي سروالها كلب,0
لطفي متربي بتاتا بيهتم بالميديا ويل يحدث بالحديث شخص ليضحك الناس,1
فهمتو درك الناس كيفاه عيشين المرأة جابت سواردها,1
قالت منشربش الفوتكا,1
جهلة يسمع المليارات خلاص تونس وصلت للقمر ومعادش يتكل الميراث للعلم الحالات المرأه حصتها اكتر الرجل جهااااااال الزب يعرفوش يتكل عربي ويتكلمو الدين,0
الميراث الشرعى أمر الهى كالصلاة ياملعون,0
مزلتش آخري صبب ااكل الفلوس مفهمتش علش معندهش جواز سفر تونسي,1
هدي مريم غي منهرفهاش,1
مجدب,1
مراد ماعندكش المستوى الدكتور وديع فلذا اسكت ارد الدكتور ويعملك قيمه اسكتك دكتور,1
سترها ربي ماكنش جزايري بلاصت بشير يضروبها,1
ياماكان قديم الزمان الحياة والغد ملايين السنين الحل والغد علمنا ودينا حمار السيخ فيااعقبة ومسمار حيط معلق وعجوز صدقت لقاتلها عكاز المستقبل يجب رؤوس رؤوس ومش انتهازية الإسلام الفلوس,1
كلكم كذب وبوز ونفاق شفونا موضيع تنفع شعب خير والله شعب مسكين يحل يتفرج تلفزة عايءلة وخايف غشة وكلام زايد تربحكم كلكم متخلفين جهال تفوه فردا فردا,1
يقدكم الجاني المحقق القاضي عصابه كبيره مافيا عمرك ماك تسمع لقينا تقصير غلطنا تقلك تعفنات مناش التعفنات وقت قسم إنعاش ينقصو التعقيم الطاقم مايهتمش بمعايير النظافه تبدأ مريض امريض عادي اقل جرثومه تتعدا للمرضى تلقاهم ضربو الماكينات المشكله الضمير,1
تفووووووه زبور الكرة تونس جايبين كارثة الميبون الجريء رءيس جامعة,0
لكبير كبير عاهرة,0
بشير والله انسان القمة مستواك أعلى مستواها خليك ماتفهم,1
معجبتهاش بشرى المساواة الميراث أعملي جام ليمعا النسوية تبول بلواقفة نحكيو,1
كلامك صحيح تونس افريقيا بلد تجمع اتحاد المغرب العربى لطالما المطمع الاستعمار استعبدونا اتحاد العرب اذن لفكنا الاستعمار استعمال اسم تونس بالاتحاد العربى ه لطالما حاربنا بالانفسنا معى المغرب العربى العودة الفضائح تقام البرامج حديث الانحلال المغرب تونس ووما خفى الخليج اعضم تعتبرون سخرية للغرب فالغرب يهتم بمشاكل الدعارة الضلم القرارات السياسية السخيفة لالميكوت نحنا نحيا دين نحاف وولا تحسبنا فعل السفهاء منا يعنى الاقلية الفكر التفتحى الغربى فالحرية مبنية مقايس الغرب الاسلام نقبل بفتوحات لاستملاكنا قبلا تونس دولة إسلاميةفقط افضل ربطنا بالعروبة رغم تاريخها المشرف نريد رجالا تقف معنا السخرية منا جعلنا اسما تونس بلاد الحضارات بلاد الفارقة بلاد التونسين الاحرار رغب يعيش اهلا أرض يجب زرعه كلى جيل اسلامى يحدث حدث للمسيحيين المسلمون حافضو تحريف القران فوجدو طرقا حل الشعوب,1
تكونوا يولى السبسي رءيس طاغوت مثله التونسيات خرجن الصواب,0
لاعلاقة بالتمثيل متعرفش تمثل خلاص نيتكم صدقتيوها تكدب درك يظهر مسلسل جديد تلعب دور معرسة صغيرات,1
تعالي مصي زبي تعالي جزائرية قحبة,0
دخلك,1
طلعت عاهرة,0
البهيم تقولو ار ار ار ار مزروب تزي تقلو ار ميتحركش تتضربو,1
اختلطت الأديان فمسكو دينكم حسبنا ونعم الوكيل,1
يرحم والدينا والديك,1
اندير نبغيه حر فتصرفاتي الشخصية عمري لاذيت انسان بصح المسلمين جهلة متخلفين لايفقهون التدخل امور الاخرين التعدي القانون بحجة الدين الدليل بلي الدين الاسلام جهل تخلف ارهاب صيغة دين,0
تونس ترمتك الخانزة بالعاد الشهرية وريحت البول والعرق يافايحة تفوه ياقحبة,0
صاحب صخرة الماطري,1
اللغة العربية لغة القرأن أحببت كرهت أظن فقر لغوي الألفاظ تستعملها,1
المسخرة وتمثيل وكذب,1
مايا عاهرة تدافع الإسلام تقزم,0
رئيس تنوس عطى الشعب اقسموه,1
بلادك اوسخ بلد شفت ريبورتاج الدزيرين والليبين فطارين رمضان الشارع,0
فتنة قالو يقسم توانسا علمانيين ومتحررين وقابلين القانون,1
متوقف الشعب التونسي صمت اثبت حاجته وتمسكه بالاعضاء التناسليه والدعاره خرج واوقف القرار اثبت تمسكه بخالقه ودينه,1
تونس للعرب والأمازيغ تونس قوميات أخرى شركسي تونسي والإسلام باقي بإذن,1
ياولد القيروان ياودي سير بدل غي اسميتك المجوسي,0
يجب ضغط حزب نهضة بصفته الحزب الأول البلاد لإسقاط هاذا القانون لعبة سئ ذكر نتذكرو جميعا دعمه مكرون الفرنسي,1
